城市,日期,累积确诊人数,累积治愈人数,累积死亡人数
长宁区,2020/4/26,13,13,0
长宁区,2020/4/27,13,13,0
长宁区,2020/4/28,13,13,0
长宁区,2020/4/29,13,13,0
长宁区,2020/4/30,13,13,0
长宁区,2020/5/1,13,13,0
长宁区,2020/5/2,13,13,0
长宁区,2020/5/3,13,13,0
长宁区,2020/5/4,13,13,0
长宁区,2020/5/5,13,13,0
长宁区,2020/5/6,13,13,0
长宁区,2020/5/7,13,13,0
长宁区,2020/5/8,13,13,0
长宁区,2020/5/9,13,13,0
长宁区,2020/5/10,13,13,0
长宁区,2020/5/11,13,13,0
长宁区,2020/5/12,13,13,0
长宁区,2020/5/13,13,13,0
长宁区,2020/5/14,13,13,0
长宁区,2020/5/15,13,13,0
长宁区,2020/5/16,13,13,0
长宁区,2020/5/17,13,13,0
长宁区,2020/5/18,13,13,0
长宁区,2020/5/19,13,13,0
长宁区,2020/5/20,13,13,0
长宁区,2020/5/21,13,13,0
长宁区,2020/5/22,13,13,0
长宁区,2020/5/23,13,13,0
长宁区,2020/5/24,13,13,0
长宁区,2020/5/25,13,13,0
长宁区,2020/5/26,13,13,0
长宁区,2020/5/27,13,13,0
长宁区,2020/5/28,13,13,0
长宁区,2020/5/29,13,13,0
长宁区,2020/5/30,13,13,0
长宁区,2020/5/31,13,13,0
长宁区,2020/6/1,13,13,0
长宁区,2020/6/2,13,13,0
长宁区,2020/6/3,13,13,0
长宁区,2020/6/4,13,13,0
长宁区,2020/6/5,13,13,0
长宁区,2020/6/6,13,13,0
长宁区,2020/6/7,13,13,0
长宁区,2020/6/8,13,13,0
长宁区,2020/6/9,13,13,0
长宁区,2020/6/10,13,13,0
长宁区,2020/6/11,13,13,0
长宁区,2020/6/12,13,13,0
长宁区,2020/6/13,13,13,0
长宁区,2020/6/14,13,13,0
长宁区,2020/6/15,13,13,0
长宁区,2020/6/16,13,13,0
长宁区,2020/6/17,13,13,0
长宁区,2020/6/18,13,13,0
长宁区,2020/6/19,13,13,0
长宁区,2020/6/20,13,13,0
长宁区,2020/6/21,13,13,0
长宁区,2020/6/22,13,13,0
长宁区,2020/6/23,13,13,0
长宁区,2020/6/24,13,13,0
长宁区,2020/6/25,13,13,0
长宁区,2020/6/26,13,13,0
长宁区,2020/6/27,13,13,0
长宁区,2020/6/28,13,13,0
长宁区,2020/6/29,13,13,0
长宁区,2020/6/30,13,13,0
高新区,2020/2/2,1,0,0
高新区,2020/2/3,1,0,0
高新区,2020/2/4,2,0,0
高新区,2020/2/5,4,0,0
高新区,2020/2/6,4,0,0
高新区,2020/2/7,4,0,0
高新区,2020/2/8,4,0,0
高新区,2020/2/9,4,0,0
高新区,2020/2/10,4,0,0
高新区,2020/2/11,4,0,0
高新区,2020/2/12,4,0,0
高新区,2020/2/13,4,1,0
高新区,2020/2/14,4,1,0
高新区,2020/2/15,4,1,0
高新区,2020/2/16,4,1,0
高新区,2020/2/17,4,1,0
高新区,2020/2/18,4,1,0
高新区,2020/2/19,4,1,0
高新区,2020/2/20,4,2,0
高新区,2020/2/21,4,2,0
高新区,2020/2/22,4,2,0
高新区,2020/2/23,4,2,0
高新区,2020/2/24,4,3,0
高新区,2020/2/25,4,4,0
高新区,2020/2/26,4,4,0
高新区,2020/2/27,4,4,0
高新区,2020/2/28,4,4,0
高新区,2020/2/29,4,4,0
高新区,2020/3/1,4,4,0
高新区,2020/3/2,4,4,0
高新区,2020/3/3,4,4,0
高新区,2020/3/4,4,4,0
高新区,2020/3/5,4,4,0
高新区,2020/3/6,4,4,0
高新区,2020/3/7,4,4,0
高新区,2020/3/8,4,4,0
高新区,2020/3/9,4,4,0
高新区,2020/3/10,4,4,0
高新区,2020/3/11,4,4,0
高新区,2020/3/12,4,4,0
高新区,2020/3/13,4,4,0
高新区,2020/3/14,4,4,0
高新区,2020/3/15,4,4,0
高新区,2020/3/16,4,4,0
高新区,2020/3/17,4,4,0
高新区,2020/3/18,4,4,0
高新区,2020/3/19,4,4,0
高新区,2020/3/20,4,4,0
高新区,2020/3/21,4,4,0
高新区,2020/3/22,4,4,0
高新区,2020/3/23,4,4,0
高新区,2020/3/24,4,4,0
高新区,2020/3/25,4,4,0
高新区,2020/3/26,4,4,0
高新区,2020/3/27,4,4,0
高新区,2020/3/28,4,4,0
高新区,2020/3/29,4,4,0
高新区,2020/3/30,4,4,0
高新区,2020/3/31,4,4,0
高新区,2020/4/1,4,4,0
高新区,2020/4/2,4,4,0
高新区,2020/4/3,4,4,0
高新区,2020/4/4,4,4,0
高新区,2020/4/5,4,4,0
高新区,2020/4/6,4,4,0
高新区,2020/4/7,4,4,0
高新区,2020/4/8,4,4,0
高新区,2020/4/9,4,4,0
高新区,2020/4/10,4,4,0
高新区,2020/4/11,4,4,0
高新区,2020/4/12,4,4,0
高新区,2020/4/13,4,4,0
高新区,2020/4/14,4,4,0
高新区,2020/4/15,4,4,0
高新区,2020/4/16,4,4,0
高新区,2020/4/17,4,4,0
高新区,2020/4/18,4,4,0
高新区,2020/4/19,4,4,0
高新区,2020/4/20,4,4,0
高新区,2020/4/21,4,4,0
高新区,2020/4/22,4,4,0
高新区,2020/4/23,4,4,0
高新区,2020/4/24,4,4,0
高新区,2020/4/25,4,4,0
高新区,2020/4/26,4,4,0
高新区,2020/4/27,4,4,0
高新区,2020/4/28,4,4,0
高新区,2020/4/29,4,4,0
高新区,2020/4/30,4,4,0
高新区,2020/5/1,4,4,0
高新区,2020/5/2,4,4,0
高新区,2020/5/3,4,4,0
高新区,2020/5/4,4,4,0
高新区,2020/5/5,4,4,0
高新区,2020/5/6,4,4,0
高新区,2020/5/7,4,4,0
高新区,2020/5/8,4,4,0
高新区,2020/5/9,4,4,0
高新区,2020/5/10,4,4,0
高新区,2020/5/11,4,4,0
高新区,2020/5/12,4,4,0
高新区,2020/5/13,4,4,0
高新区,2020/5/14,4,4,0
高新区,2020/5/15,4,4,0
高新区,2020/5/16,4,4,0
高新区,2020/5/17,4,4,0
高新区,2020/5/18,4,4,0
高新区,2020/5/19,4,4,0
高新区,2020/5/20,4,4,0
高新区,2020/5/21,4,4,0
高新区,2020/5/22,4,4,0
高新区,2020/5/23,4,4,0
高新区,2020/5/24,4,4,0
高新区,2020/5/25,4,4,0
高新区,2020/5/26,4,4,0
高新区,2020/5/27,4,4,0
高新区,2020/5/28,4,4,0
高新区,2020/5/29,4,4,0
高新区,2020/5/30,4,4,0
高新区,2020/5/31,4,4,0
高新区,2020/6/1,4,4,0
高新区,2020/6/2,4,4,0
高新区,2020/6/3,4,4,0
高新区,2020/6/4,4,4,0
高新区,2020/6/5,4,4,0
高新区,2020/6/6,4,4,0
高新区,2020/6/7,4,4,0
高新区,2020/6/8,4,4,0
高新区,2020/6/9,4,4,0
高新区,2020/6/10,4,4,0
高新区,2020/6/11,4,4,0
高新区,2020/6/12,4,4,0
高新区,2020/6/13,4,4,0
高新区,2020/6/14,4,4,0
高新区,2020/6/15,4,4,0
高新区,2020/6/16,4,4,0
高新区,2020/6/17,4,4,0
高新区,2020/6/18,4,4,0
高新区,2020/6/19,4,4,0
高新区,2020/6/20,4,4,0
高新区,2020/6/21,4,4,0
高新区,2020/6/22,4,4,0
高新区,2020/6/23,4,4,0
高新区,2020/6/24,4,4,0
高新区,2020/6/25,4,4,0
高新区,2020/6/26,4,4,0
高新区,2020/6/27,4,4,0
高新区,2020/6/28,4,4,0
高新区,2020/6/29,4,4,0
高新区,2020/6/30,4,4,0
柳州,2020/1/22,1,0,0
柳州,2020/1/23,2,0,0
柳州,2020/1/24,3,0,0
柳州,2020/1/25,4,0,0
柳州,2020/1/26,6,0,0
柳州,2020/1/27,6,0,0
柳州,2020/1/28,6,0,0
柳州,2020/1/29,10,0,0
柳州,2020/1/30,11,0,0
柳州,2020/1/31,12,0,0
柳州,2020/2/1,12,0,0
柳州,2020/2/2,14,0,0
柳州,2020/2/3,15,0,0
柳州,2020/2/4,17,1,0
柳州,2020/2/5,20,3,0
柳州,2020/2/6,20,3,0
柳州,2020/2/7,20,3,0
柳州,2020/2/8,20,3,0
柳州,2020/2/9,22,3,0
柳州,2020/2/10,22,6,0
柳州,2020/2/11,22,6,0
柳州,2020/2/12,22,7,0
柳州,2020/2/13,22,7,0
柳州,2020/2/14,24,7,0
柳州,2020/2/15,24,8,0
柳州,2020/2/16,24,8,0
柳州,2020/2/17,24,8,0
柳州,2020/2/18,24,8,0
柳州,2020/2/19,24,10,0
柳州,2020/2/20,24,11,0
柳州,2020/2/21,24,11,0
柳州,2020/2/22,24,11,0
柳州,2020/2/23,24,12,0
柳州,2020/2/24,24,12,0
柳州,2020/2/25,24,12,0
柳州,2020/2/26,24,15,0
柳州,2020/2/27,24,15,0
柳州,2020/2/28,24,15,0
柳州,2020/2/29,24,16,0
柳州,2020/3/1,24,16,0
柳州,2020/3/2,24,17,0
柳州,2020/3/3,24,19,0
柳州,2020/3/4,24,19,0
柳州,2020/3/5,24,20,0
柳州,2020/3/6,24,20,0
柳州,2020/3/7,24,21,0
柳州,2020/3/8,24,21,0
柳州,2020/3/9,24,21,0
柳州,2020/3/10,24,22,0
柳州,2020/3/11,24,23,0
柳州,2020/3/12,24,23,0
柳州,2020/3/13,24,23,0
柳州,2020/3/14,24,23,0
柳州,2020/3/15,24,24,0
柳州,2020/3/16,24,24,0
柳州,2020/3/17,24,24,0
柳州,2020/3/18,24,24,0
柳州,2020/3/19,24,24,0
柳州,2020/3/20,24,24,0
柳州,2020/3/21,24,24,0
柳州,2020/3/22,24,24,0
柳州,2020/3/23,24,24,0
柳州,2020/3/24,24,24,0
柳州,2020/3/25,24,24,0
柳州,2020/3/26,24,24,0
柳州,2020/3/27,24,24,0
柳州,2020/3/28,24,24,0
柳州,2020/3/29,24,24,0
柳州,2020/3/30,24,24,0
柳州,2020/3/31,24,24,0
柳州,2020/4/1,24,24,0
柳州,2020/4/2,24,24,0
柳州,2020/4/3,24,24,0
柳州,2020/4/4,24,24,0
柳州,2020/4/5,24,24,0
柳州,2020/4/6,24,24,0
柳州,2020/4/7,24,24,0
柳州,2020/4/8,24,24,0
柳州,2020/4/9,24,24,0
柳州,2020/4/10,24,24,0
柳州,2020/4/11,24,24,0
柳州,2020/4/12,24,24,0
柳州,2020/4/13,24,24,0
柳州,2020/4/14,24,24,0
柳州,2020/4/15,24,24,0
柳州,2020/4/16,24,24,0
柳州,2020/4/17,24,24,0
柳州,2020/4/18,24,24,0
柳州,2020/4/19,24,24,0
柳州,2020/4/20,24,24,0
柳州,2020/4/21,24,24,0
柳州,2020/4/22,24,24,0
柳州,2020/4/23,24,24,0
柳州,2020/4/24,24,24,0
柳州,2020/4/25,24,24,0
柳州,2020/4/26,24,24,0
柳州,2020/4/27,24,24,0
柳州,2020/4/28,24,24,0
柳州,2020/4/29,24,24,0
柳州,2020/4/30,24,24,0
柳州,2020/5/1,24,24,0
柳州,2020/5/2,24,24,0
柳州,2020/5/3,24,24,0
柳州,2020/5/4,24,24,0
柳州,2020/5/5,24,24,0
柳州,2020/5/6,24,24,0
柳州,2020/5/7,24,24,0
柳州,2020/5/8,24,24,0
柳州,2020/5/9,24,24,0
柳州,2020/5/10,24,24,0
柳州,2020/5/11,24,24,0
柳州,2020/5/12,24,24,0
柳州,2020/5/13,24,24,0
柳州,2020/5/14,24,24,0
柳州,2020/5/15,24,24,0
柳州,2020/5/16,24,24,0
柳州,2020/5/17,24,24,0
柳州,2020/5/18,24,24,0
柳州,2020/5/19,24,24,0
柳州,2020/5/20,24,24,0
柳州,2020/5/21,24,24,0
柳州,2020/5/22,24,24,0
柳州,2020/5/23,24,24,0
柳州,2020/5/24,24,24,0
柳州,2020/5/25,24,24,0
柳州,2020/5/26,24,24,0
柳州,2020/5/27,24,24,0
柳州,2020/5/28,24,24,0
柳州,2020/5/29,24,24,0
柳州,2020/5/30,24,24,0
柳州,2020/5/31,24,24,0
柳州,2020/6/1,24,24,0
柳州,2020/6/2,24,24,0
柳州,2020/6/3,24,24,0
柳州,2020/6/4,24,24,0
柳州,2020/6/5,24,24,0
柳州,2020/6/6,24,24,0
柳州,2020/6/7,24,24,0
柳州,2020/6/8,24,24,0
柳州,2020/6/9,24,24,0
柳州,2020/6/10,24,24,0
柳州,2020/6/11,24,24,0
柳州,2020/6/12,24,24,0
柳州,2020/6/13,24,24,0
柳州,2020/6/14,24,24,0
柳州,2020/6/15,24,24,0
柳州,2020/6/16,24,24,0
柳州,2020/6/17,24,24,0
柳州,2020/6/18,24,24,0
柳州,2020/6/19,24,24,0
柳州,2020/6/20,24,24,0
柳州,2020/6/21,24,24,0
柳州,2020/6/22,24,24,0
柳州,2020/6/23,24,24,0
柳州,2020/6/24,24,24,0
柳州,2020/6/25,24,24,0
柳州,2020/6/26,24,24,0
柳州,2020/6/27,24,24,0
柳州,2020/6/28,24,24,0
柳州,2020/6/29,24,24,0
柳州,2020/6/30,24,24,0
咸阳,2020/1/22,1,0,0
咸阳,2020/1/23,1,0,0
咸阳,2020/1/24,3,0,0
咸阳,2020/1/25,3,0,0
咸阳,2020/1/26,4,0,0
咸阳,2020/1/27,4,0,0
咸阳,2020/1/28,5,0,0
咸阳,2020/1/29,5,0,0
咸阳,2020/1/30,6,0,0
咸阳,2020/1/31,8,0,0
咸阳,2020/2/1,9,0,0
咸阳,2020/2/2,9,0,0
咸阳,2020/2/3,12,0,0
咸阳,2020/2/4,16,0,0
咸阳,2020/2/5,16,0,0
咸阳,2020/2/6,16,1,0
咸阳,2020/2/7,17,1,0
咸阳,2020/2/8,17,2,0
咸阳,2020/2/9,18,2,0
咸阳,2020/2/10,18,4,0
咸阳,2020/2/11,18,4,0
咸阳,2020/2/12,18,4,0
咸阳,2020/2/13,18,4,0
咸阳,2020/2/14,18,5,0
咸阳,2020/2/15,18,5,0
咸阳,2020/2/16,18,6,0
咸阳,2020/2/17,18,6,0
咸阳,2020/2/18,18,7,0
咸阳,2020/2/19,18,8,0
咸阳,2020/2/20,18,8,0
咸阳,2020/2/21,18,12,0
咸阳,2020/2/22,18,14,0
咸阳,2020/2/23,18,14,0
咸阳,2020/2/24,18,15,0
咸阳,2020/2/25,18,15,0
咸阳,2020/2/26,18,15,0
咸阳,2020/2/27,18,15,0
咸阳,2020/2/28,18,15,0
咸阳,2020/2/29,18,17,0
咸阳,2020/3/1,18,17,0
咸阳,2020/3/2,18,17,0
咸阳,2020/3/3,18,17,0
咸阳,2020/3/4,18,17,0
咸阳,2020/3/5,18,17,0
咸阳,2020/3/6,18,17,0
咸阳,2020/3/7,18,17,0
咸阳,2020/3/8,18,17,0
咸阳,2020/3/9,18,17,0
咸阳,2020/3/10,18,17,0
咸阳,2020/3/11,18,17,0
咸阳,2020/3/12,18,17,0
咸阳,2020/3/13,18,17,0
咸阳,2020/3/14,18,17,0
咸阳,2020/3/15,18,17,0
咸阳,2020/3/16,18,17,0
咸阳,2020/3/17,18,17,0
咸阳,2020/3/18,18,17,0
咸阳,2020/3/19,18,17,0
咸阳,2020/3/20,18,17,0
咸阳,2020/3/21,18,17,0
咸阳,2020/3/22,18,17,0
咸阳,2020/3/23,18,17,0
咸阳,2020/3/24,18,17,0
咸阳,2020/3/25,18,18,0
咸阳,2020/3/26,18,18,0
咸阳,2020/3/27,18,18,0
咸阳,2020/3/28,18,18,0
咸阳,2020/3/29,18,18,0
咸阳,2020/3/30,18,18,0
咸阳,2020/3/31,18,18,0
咸阳,2020/4/1,18,18,0
咸阳,2020/4/2,18,18,0
咸阳,2020/4/3,18,18,0
咸阳,2020/4/4,18,18,0
咸阳,2020/4/5,18,18,0
咸阳,2020/4/6,18,18,0
咸阳,2020/4/7,18,18,0
咸阳,2020/4/8,18,18,0
咸阳,2020/4/9,18,18,0
咸阳,2020/4/10,18,18,0
咸阳,2020/4/11,18,18,0
咸阳,2020/4/12,18,18,0
咸阳,2020/4/13,18,18,0
咸阳,2020/4/14,18,18,0
咸阳,2020/4/15,18,18,0
咸阳,2020/4/16,18,18,0
咸阳,2020/4/17,18,18,0
咸阳,2020/4/18,18,18,0
咸阳,2020/4/19,18,18,0
咸阳,2020/4/20,18,18,0
咸阳,2020/4/21,18,18,0
咸阳,2020/4/22,18,18,0
咸阳,2020/4/23,18,18,0
咸阳,2020/4/24,18,18,0
咸阳,2020/4/25,18,18,0
咸阳,2020/4/26,18,18,0
咸阳,2020/4/27,18,18,0
咸阳,2020/4/28,18,18,0
咸阳,2020/4/29,18,18,0
咸阳,2020/4/30,18,18,0
咸阳,2020/5/1,18,18,0
咸阳,2020/5/2,18,18,0
咸阳,2020/5/3,18,18,0
咸阳,2020/5/4,18,18,0
咸阳,2020/5/5,18,18,0
咸阳,2020/5/6,18,18,0
咸阳,2020/5/7,18,18,0
咸阳,2020/5/8,18,18,0
咸阳,2020/5/9,18,18,0
咸阳,2020/5/10,18,18,0
咸阳,2020/5/11,18,18,0
咸阳,2020/5/12,18,18,0
咸阳,2020/5/13,18,18,0
咸阳,2020/5/14,18,18,0
咸阳,2020/5/15,18,18,0
咸阳,2020/5/16,18,18,0
咸阳,2020/5/17,18,18,0
咸阳,2020/5/18,18,18,0
咸阳,2020/5/19,18,18,0
咸阳,2020/5/20,18,18,0
咸阳,2020/5/21,18,18,0
咸阳,2020/5/22,18,18,0
咸阳,2020/5/23,18,18,0
咸阳,2020/5/24,18,18,0
咸阳,2020/5/25,18,18,0
咸阳,2020/5/26,18,18,0
咸阳,2020/5/27,18,18,0
咸阳,2020/5/28,18,18,0
咸阳,2020/5/29,18,18,0
咸阳,2020/5/30,18,18,0
咸阳,2020/5/31,18,18,0
咸阳,2020/6/1,18,18,0
咸阳,2020/6/2,18,18,0
咸阳,2020/6/3,18,18,0
咸阳,2020/6/4,18,18,0
咸阳,2020/6/5,18,18,0
咸阳,2020/6/6,18,18,0
咸阳,2020/6/7,18,18,0
咸阳,2020/6/8,18,18,0
咸阳,2020/6/9,18,18,0
咸阳,2020/6/10,18,18,0
咸阳,2020/6/11,18,18,0
咸阳,2020/6/12,18,18,0
咸阳,2020/6/13,18,18,0
咸阳,2020/6/14,18,18,0
咸阳,2020/6/15,18,18,0
咸阳,2020/6/16,18,18,0
咸阳,2020/6/17,18,18,0
咸阳,2020/6/18,18,18,0
咸阳,2020/6/19,18,18,0
咸阳,2020/6/20,18,18,0
咸阳,2020/6/21,18,18,0
咸阳,2020/6/22,18,18,0
咸阳,2020/6/23,18,18,0
咸阳,2020/6/24,18,18,0
咸阳,2020/6/25,18,18,0
咸阳,2020/6/26,18,18,0
咸阳,2020/6/27,18,18,0
咸阳,2020/6/28,18,18,0
咸阳,2020/6/29,18,18,0
咸阳,2020/6/30,18,18,0
武清区,2020/2/8,1,0,0
武清区,2020/2/9,1,0,0
武清区,2020/2/10,1,0,0
武清区,2020/2/11,1,0,0
武清区,2020/2/12,1,0,0
武清区,2020/2/13,1,1,0
武清区,2020/2/14,2,1,0
武清区,2020/2/15,2,1,0
武清区,2020/2/16,2,1,0
武清区,2020/2/17,2,1,0
武清区,2020/2/18,2,1,0
武清区,2020/2/19,2,1,0
武清区,2020/2/20,2,1,0
武清区,2020/2/21,2,1,0
武清区,2020/2/22,2,1,0
武清区,2020/2/23,2,2,0
武清区,2020/2/24,2,2,0
武清区,2020/2/25,2,2,0
武清区,2020/2/26,2,2,0
武清区,2020/2/27,2,2,0
武清区,2020/2/28,2,2,0
武清区,2020/2/29,2,2,0
武清区,2020/3/1,2,2,0
武清区,2020/3/2,2,2,0
武清区,2020/3/3,2,2,0
武清区,2020/3/4,2,2,0
武清区,2020/3/5,2,2,0
武清区,2020/3/6,2,2,0
武清区,2020/3/7,2,2,0
武清区,2020/3/8,2,2,0
武清区,2020/3/9,2,2,0
武清区,2020/3/10,2,2,0
武清区,2020/3/11,2,2,0
武清区,2020/3/12,2,2,0
武清区,2020/3/13,2,2,0
武清区,2020/3/14,2,2,0
武清区,2020/3/15,2,2,0
武清区,2020/3/16,2,2,0
武清区,2020/3/17,2,2,0
武清区,2020/3/18,2,2,0
武清区,2020/3/19,2,2,0
武清区,2020/3/20,2,2,0
武清区,2020/3/21,2,2,0
武清区,2020/3/22,2,2,0
武清区,2020/3/23,2,2,0
武清区,2020/3/24,2,2,0
武清区,2020/3/25,2,2,0
武清区,2020/3/26,2,2,0
武清区,2020/3/27,2,2,0
武清区,2020/3/28,2,2,0
武清区,2020/3/29,2,2,0
武清区,2020/3/30,2,2,0
武清区,2020/3/31,2,2,0
武清区,2020/4/1,2,2,0
武清区,2020/4/2,2,2,0
武清区,2020/4/3,2,2,0
武清区,2020/4/4,2,2,0
武清区,2020/4/5,2,2,0
武清区,2020/4/6,2,2,0
武清区,2020/4/7,2,2,0
武清区,2020/4/8,2,2,0
武清区,2020/4/9,2,2,0
武清区,2020/4/10,2,2,0
武清区,2020/4/11,2,2,0
武清区,2020/4/12,2,2,0
武清区,2020/4/13,2,2,0
武清区,2020/4/14,2,2,0
武清区,2020/4/15,2,2,0
武清区,2020/4/16,2,2,0
武清区,2020/4/17,2,2,0
武清区,2020/4/18,2,2,0
武清区,2020/4/19,2,2,0
武清区,2020/4/20,2,2,0
武清区,2020/4/21,2,2,0
武清区,2020/4/22,2,2,0
武清区,2020/4/23,2,2,0
武清区,2020/4/24,2,2,0
武清区,2020/4/25,2,2,0
武清区,2020/4/26,2,2,0
武清区,2020/4/27,2,2,0
武清区,2020/4/28,2,2,0
武清区,2020/4/29,2,2,0
武清区,2020/4/30,2,2,0
武清区,2020/5/1,2,2,0
武清区,2020/5/2,2,2,0
武清区,2020/5/3,2,2,0
武清区,2020/5/4,2,2,0
武清区,2020/5/5,2,2,0
武清区,2020/5/6,2,2,0
武清区,2020/5/7,2,2,0
武清区,2020/5/8,2,2,0
武清区,2020/5/9,2,2,0
武清区,2020/5/10,2,2,0
武清区,2020/5/11,2,2,0
武清区,2020/5/12,2,2,0
武清区,2020/5/13,2,2,0
武清区,2020/5/14,2,2,0
武清区,2020/5/15,2,2,0
武清区,2020/5/16,2,2,0
武清区,2020/5/17,2,2,0
武清区,2020/5/18,2,2,0
武清区,2020/5/19,2,2,0
武清区,2020/5/20,2,2,0
武清区,2020/5/21,2,2,0
武清区,2020/5/22,2,2,0
武清区,2020/5/23,2,2,0
武清区,2020/5/24,2,2,0
武清区,2020/5/25,2,2,0
武清区,2020/5/26,2,2,0
武清区,2020/5/27,2,2,0
武清区,2020/5/28,2,2,0
武清区,2020/5/29,2,2,0
武清区,2020/5/30,2,2,0
武清区,2020/5/31,2,2,0
武清区,2020/6/1,2,2,0
武清区,2020/6/2,2,2,0
武清区,2020/6/3,2,2,0
武清区,2020/6/4,2,2,0
武清区,2020/6/5,2,2,0
武清区,2020/6/6,2,2,0
武清区,2020/6/7,2,2,0
武清区,2020/6/8,2,2,0
武清区,2020/6/9,2,2,0
武清区,2020/6/10,2,2,0
武清区,2020/6/11,2,2,0
武清区,2020/6/12,2,2,0
武清区,2020/6/13,2,2,0
武清区,2020/6/14,2,2,0
武清区,2020/6/15,2,2,0
武清区,2020/6/16,2,2,0
武清区,2020/6/17,2,2,0
武清区,2020/6/18,2,2,0
武清区,2020/6/19,2,2,0
武清区,2020/6/20,2,2,0
武清区,2020/6/21,2,2,0
武清区,2020/6/22,2,2,0
武清区,2020/6/23,2,2,0
武清区,2020/6/24,2,2,0
武清区,2020/6/25,2,2,0
武清区,2020/6/26,2,2,0
武清区,2020/6/27,2,2,0
武清区,2020/6/28,2,2,0
武清区,2020/6/29,2,2,0
武清区,2020/6/30,2,2,0
温州,2020/1/20,2,0,0
温州,2020/1/21,4,0,0
温州,2020/1/22,6,1,0
温州,2020/1/23,6,1,0
温州,2020/1/24,10,1,0
温州,2020/1/25,18,1,0
温州,2020/1/26,32,1,0
温州,2020/1/27,60,1,0
温州,2020/1/28,114,3,0
温州,2020/1/29,172,3,0
温州,2020/1/30,227,7,0
温州,2020/1/31,241,8,0
温州,2020/2/1,265,10,0
温州,2020/2/2,291,15,0
温州,2020/2/3,340,17,0
温州,2020/2/4,364,28,0
温州,2020/2/5,396,28,0
温州,2020/2/6,421,36,0
温州,2020/2/7,438,49,0
温州,2020/2/8,448,70,0
温州,2020/2/9,464,78,0
温州,2020/2/10,474,99,0
温州,2020/2/11,481,107,0
温州,2020/2/12,490,120,0
温州,2020/2/13,496,140,0
温州,2020/2/14,499,159,0
温州,2020/2/15,502,169,0
温州,2020/2/16,503,182,0
温州,2020/2/17,504,194,0
温州,2020/2/18,504,208,0
温州,2020/2/19,504,228,0
温州,2020/2/20,504,245,1
温州,2020/2/21,504,268,1
温州,2020/2/22,504,280,1
温州,2020/2/23,504,292,1
温州,2020/2/24,504,306,1
温州,2020/2/25,504,317,1
温州,2020/2/26,504,354,1
温州,2020/2/27,504,384,1
温州,2020/2/28,504,405,1
温州,2020/2/29,504,432,1
温州,2020/3/1,504,447,1
温州,2020/3/2,504,456,1
温州,2020/3/3,504,466,1
温州,2020/3/4,504,478,1
温州,2020/3/5,504,482,1
温州,2020/3/6,504,487,1
温州,2020/3/7,504,488,1
温州,2020/3/8,504,492,1
温州,2020/3/9,504,493,1
温州,2020/3/10,504,499,1
温州,2020/3/11,504,501,1
温州,2020/3/12,504,501,1
温州,2020/3/13,504,501,1
温州,2020/3/14,504,501,1
温州,2020/3/15,504,501,1
温州,2020/3/16,504,503,1
温州,2020/3/17,504,503,1
温州,2020/3/18,504,503,1
温州,2020/3/19,504,503,1
温州,2020/3/20,504,503,1
温州,2020/3/21,504,503,1
温州,2020/3/22,504,503,1
温州,2020/3/23,504,503,1
温州,2020/3/24,504,503,1
温州,2020/3/25,504,503,1
温州,2020/3/26,504,503,1
温州,2020/3/27,504,503,1
温州,2020/3/28,504,503,1
温州,2020/3/29,504,503,1
温州,2020/3/30,504,503,1
温州,2020/3/31,504,503,1
温州,2020/4/1,504,503,1
温州,2020/4/2,504,503,1
温州,2020/4/3,504,503,1
温州,2020/4/4,504,503,1
温州,2020/4/5,504,503,1
温州,2020/4/6,504,503,1
温州,2020/4/7,504,503,1
温州,2020/4/8,504,503,1
温州,2020/4/9,504,503,1
温州,2020/4/10,504,503,1
温州,2020/4/11,504,503,1
温州,2020/4/12,504,503,1
温州,2020/4/13,504,503,1
温州,2020/4/14,504,503,1
温州,2020/4/15,504,503,1
温州,2020/4/16,504,503,1
温州,2020/4/17,504,503,1
温州,2020/4/18,504,503,1
温州,2020/4/19,504,503,1
温州,2020/4/20,504,503,1
温州,2020/4/21,504,503,1
温州,2020/4/22,504,503,1
温州,2020/4/23,504,503,1
温州,2020/4/24,504,503,1
温州,2020/4/25,504,503,1
温州,2020/4/26,504,503,1
温州,2020/4/27,504,503,1
温州,2020/4/28,504,503,1
温州,2020/4/29,504,503,1
温州,2020/4/30,504,503,1
温州,2020/5/1,504,503,1
温州,2020/5/2,504,503,1
温州,2020/5/3,504,503,1
温州,2020/5/4,504,503,1
温州,2020/5/5,504,503,1
温州,2020/5/6,504,503,1
温州,2020/5/7,504,503,1
温州,2020/5/8,504,503,1
温州,2020/5/9,504,503,1
温州,2020/5/10,504,503,1
温州,2020/5/11,504,503,1
温州,2020/5/12,504,503,1
温州,2020/5/13,504,503,1
温州,2020/5/14,504,503,1
温州,2020/5/15,504,503,1
温州,2020/5/16,504,503,1
温州,2020/5/17,504,503,1
温州,2020/5/18,504,503,1
温州,2020/5/19,504,503,1
温州,2020/5/20,504,503,1
温州,2020/5/21,504,503,1
温州,2020/5/22,504,503,1
温州,2020/5/23,504,503,1
温州,2020/5/24,504,503,1
温州,2020/5/25,504,503,1
温州,2020/5/26,504,503,1
温州,2020/5/27,504,503,1
温州,2020/5/28,504,503,1
温州,2020/5/29,504,503,1
温州,2020/5/30,504,503,1
温州,2020/5/31,504,503,1
温州,2020/6/1,504,503,1
