省份,日期,新增确诊人数,新增治愈人数,新增死亡人数,累积确诊人数,累积治愈人数,累积死亡人数
宁夏,2020/3/6,0,2,0,75,71,0
宁夏,2020/3/7,0,0,0,75,71,0
宁夏,2020/3/8,0,0,0,75,71,0
宁夏,2020/3/9,0,0,0,75,71,0
宁夏,2020/4/1,0,0,0,75,75,0
宁夏,2020/4/10,0,0,0,75,75,0
宁夏,2020/4/11,0,0,0,75,75,0
宁夏,2020/4/12,0,0,0,75,75,0
宁夏,2020/4/13,0,0,0,75,75,0
宁夏,2020/4/14,0,0,0,75,75,0
宁夏,2020/4/15,0,0,0,75,75,0
宁夏,2020/4/16,0,0,0,75,75,0
宁夏,2020/4/17,0,0,0,75,75,0
宁夏,2020/4/18,0,0,0,75,75,0
宁夏,2020/4/19,0,0,0,75,75,0
宁夏,2020/4/2,0,0,0,75,75,0
宁夏,2020/4/20,0,0,0,75,75,0
宁夏,2020/4/21,0,0,0,75,75,0
宁夏,2020/4/22,0,0,0,75,75,0
宁夏,2020/4/23,0,0,0,75,75,0
宁夏,2020/4/24,0,0,0,75,75,0
宁夏,2020/4/25,0,0,0,75,75,0
宁夏,2020/4/26,0,0,0,75,75,0
宁夏,2020/4/27,0,0,0,75,75,0
宁夏,2020/4/28,0,0,0,75,75,0
宁夏,2020/4/29,0,0,0,75,75,0
宁夏,2020/4/3,0,0,0,75,75,0
宁夏,2020/4/30,0,0,0,75,75,0
宁夏,2020/4/4,0,0,0,75,75,0
宁夏,2020/4/5,0,0,0,75,75,0
宁夏,2020/4/6,0,0,0,75,75,0
宁夏,2020/4/7,0,0,0,75,75,0
宁夏,2020/4/8,0,0,0,75,75,0
宁夏,2020/4/9,0,0,0,75,75,0
宁夏,2020/5/1,0,0,0,75,75,0
宁夏,2020/5/10,0,0,0,75,75,0
宁夏,2020/5/11,0,0,0,75,75,0
宁夏,2020/5/12,0,0,0,75,75,0
宁夏,2020/5/13,0,0,0,75,75,0
宁夏,2020/5/14,0,0,0,75,75,0
宁夏,2020/5/15,0,0,0,75,75,0
宁夏,2020/5/16,0,0,0,75,75,0
宁夏,2020/5/17,0,0,0,75,75,0
宁夏,2020/5/18,0,0,0,75,75,0
宁夏,2020/5/19,0,0,0,75,75,0
宁夏,2020/5/2,0,0,0,75,75,0
宁夏,2020/5/20,0,0,0,75,75,0
宁夏,2020/5/21,0,0,0,75,75,0
宁夏,2020/5/22,0,0,0,75,75,0
宁夏,2020/5/23,0,0,0,75,75,0
宁夏,2020/5/24,0,0,0,75,75,0
宁夏,2020/5/25,0,0,0,75,75,0
宁夏,2020/5/26,0,0,0,75,75,0
宁夏,2020/5/27,0,0,0,75,75,0
宁夏,2020/5/28,0,0,0,75,75,0
宁夏,2020/5/29,0,0,0,75,75,0
宁夏,2020/5/3,0,0,0,75,75,0
宁夏,2020/5/30,0,0,0,75,75,0
宁夏,2020/5/31,0,0,0,75,75,0
宁夏,2020/5/4,0,0,0,75,75,0
宁夏,2020/5/5,0,0,0,75,75,0
宁夏,2020/5/6,0,0,0,75,75,0
宁夏,2020/5/7,0,0,0,75,75,0
宁夏,2020/5/8,0,0,0,75,75,0
宁夏,2020/5/9,0,0,0,75,75,0
宁夏,2020/6/1,0,0,0,75,75,0
宁夏,2020/6/10,0,0,0,75,75,0
宁夏,2020/6/11,0,0,0,75,75,0
宁夏,2020/6/12,0,0,0,75,75,0
宁夏,2020/6/13,0,0,0,75,75,0
宁夏,2020/6/14,0,0,0,75,75,0
宁夏,2020/6/15,0,0,0,75,75,0
宁夏,2020/6/16,0,0,0,75,75,0
宁夏,2020/6/17,0,0,0,75,75,0
宁夏,2020/6/18,0,0,0,75,75,0
宁夏,2020/6/19,0,0,0,75,75,0
宁夏,2020/6/2,0,0,0,75,75,0
宁夏,2020/6/20,0,0,0,75,75,0
宁夏,2020/6/21,0,0,0,75,75,0
宁夏,2020/6/22,0,0,0,75,75,0
宁夏,2020/6/23,0,0,0,75,75,0
宁夏,2020/6/24,0,0,0,75,75,0
宁夏,2020/6/25,0,0,0,75,75,0
宁夏,2020/6/26,0,0,0,75,75,0
宁夏,2020/6/27,0,0,0,75,75,0
宁夏,2020/6/28,0,0,0,75,75,0
宁夏,2020/6/29,0,0,0,75,75,0
宁夏,2020/6/3,0,0,0,75,75,0
宁夏,2020/6/30,0,0,0,75,75,0
宁夏,2020/6/4,0,0,0,75,75,0
宁夏,2020/6/5,0,0,0,75,75,0
宁夏,2020/6/6,0,0,0,75,75,0
宁夏,2020/6/7,0,0,0,75,75,0
宁夏,2020/6/8,0,0,0,75,75,0
宁夏,2020/6/9,0,0,0,75,75,0
安徽,2020/1/21,1,0,0,1,0,0
安徽,2020/1/22,8,0,0,9,0,0
安徽,2020/1/23,6,0,0,15,0,0
安徽,2020/1/24,24,0,0,39,0,0
安徽,2020/1/25,21,0,0,60,0,0
安徽,2020/1/26,10,0,0,70,0,0
安徽,2020/1/27,36,0,0,106,0,0
安徽,2020/1/28,46,0,0,152,0,0
安徽,2020/1/29,48,2,0,200,2,0
安徽,2020/1/30,37,1,0,237,3,0
安徽,2020/1/31,60,0,0,297,3,0
安徽,2020/2/1,43,2,0,340,5,0
安徽,2020/2/10,29,15,1,859,88,4
安徽,2020/2/11,29,20,0,888,108,4
安徽,2020/2/12,22,20,1,910,128,5
安徽,2020/2/13,24,38,1,934,166,6
安徽,2020/2/14,16,32,0,950,198,6
安徽,2020/2/15,12,34,0,962,232,6
安徽,2020/2/16,11,34,0,973,266,6
安徽,2020/2/17,9,27,0,982,293,6
安徽,2020/2/18,4,68,0,986,361,6
安徽,2020/2/19,1,63,0,987,424,6
安徽,2020/2/2,68,2,0,408,7,0
安徽,2020/2/20,1,76,0,988,500,6
安徽,2020/2/21,1,67,0,989,567,6
安徽,2020/2/22,0,53,0,989,620,6
安徽,2020/2/23,0,28,0,989,648,6
安徽,2020/2/24,0,44,0,989,692,6
安徽,2020/2/25,0,35,0,989,727,6
安徽,2020/2/26,0,37,0,989,764,6
安徽,2020/2/27,1,50,0,990,814,6
安徽,2020/2/28,0,28,0,990,842,6
安徽,2020/2/29,0,26,0,990,868,6
安徽,2020/2/3,72,7,0,480,14,0
安徽,2020/2/4,50,6,0,530,20,0
安徽,2020/2/5,61,3,0,591,23,0
安徽,2020/2/6,74,11,0,665,34,0
安徽,2020/2/7,68,13,0,733,47,0
安徽,2020/2/8,46,12,1,779,59,1
安徽,2020/2/9,51,14,2,830,73,3
安徽,2020/3/1,0,20,0,990,888,6
安徽,2020/3/10,0,0,0,990,984,6
安徽,2020/3/11,0,0,0,990,984,6
安徽,2020/3/12,0,0,0,990,984,6
安徽,2020/3/13,0,0,0,990,984,6
安徽,2020/3/14,0,0,0,990,984,6
安徽,2020/3/15,0,0,0,990,984,6
安徽,2020/3/16,0,0,0,990,984,6
安徽,2020/3/17,0,0,0,990,984,6
安徽,2020/3/18,0,0,0,990,984,6
安徽,2020/3/19,0,0,0,990,984,6
安徽,2020/3/2,0,29,0,990,917,6
安徽,2020/3/20,0,0,0,990,984,6
安徽,2020/3/21,0,0,0,990,984,6
安徽,2020/3/22,0,0,0,990,984,6
安徽,2020/3/23,0,0,0,990,984,6
安徽,2020/3/24,0,0,0,990,984,6
安徽,2020/3/25,0,0,0,990,984,6
安徽,2020/3/26,0,0,0,990,984,6
安徽,2020/3/27,0,0,0,990,984,6
安徽,2020/3/28,0,0,0,990,984,6
安徽,2020/3/29,0,0,0,990,984,6
安徽,2020/3/3,0,24,0,990,941,6
安徽,2020/3/30,0,0,0,990,984,6
安徽,2020/3/31,0,0,0,990,984,6
安徽,2020/3/4,0,15,0,990,956,6
安徽,2020/3/5,0,14,0,990,970,6
安徽,2020/3/6,0,9,0,990,979,6
安徽,2020/3/7,0,2,0,990,981,6
安徽,2020/3/8,0,3,0,990,984,6
安徽,2020/3/9,0,0,0,990,984,6
安徽,2020/4/1,0,0,0,990,984,6
安徽,2020/4/10,0,0,0,991,984,6
安徽,2020/4/11,0,0,0,991,984,6
安徽,2020/4/12,0,0,0,991,984,6
安徽,2020/4/13,0,0,0,991,984,6
安徽,2020/4/14,0,0,0,991,984,6
安徽,2020/4/15,0,0,0,991,984,6
安徽,2020/4/16,0,0,0,991,984,6
安徽,2020/4/17,0,0,0,991,984,6
安徽,2020/4/18,0,0,0,991,984,6
安徽,2020/4/19,0,0,0,991,984,6
安徽,2020/4/2,0,0,0,990,984,6
安徽,2020/4/20,0,0,0,991,984,6
安徽,2020/4/21,0,0,0,991,984,6
安徽,2020/4/22,0,0,0,991,984,6
安徽,2020/4/23,0,0,0,991,984,6
安徽,2020/4/24,0,1,0,991,985,6
安徽,2020/4/25,0,0,0,991,985,6
安徽,2020/4/26,0,0,0,991,985,6
安徽,2020/4/27,0,0,0,991,985,6
安徽,2020/4/28,0,0,0,991,985,6
安徽,2020/4/29,0,0,0,991,985,6
安徽,2020/4/3,0,0,0,990,984,6
安徽,2020/4/30,0,0,0,991,985,6
安徽,2020/4/4,0,0,0,990,984,6
安徽,2020/4/5,0,0,0,990,984,6
安徽,2020/4/6,0,0,0,990,984,6
安徽,2020/4/7,0,0,0,990,984,6
安徽,2020/4/8,1,0,0,991,984,6
安徽,2020/4/9,0,0,0,991,984,6
安徽,2020/5/1,0,0,0,991,985,6
安徽,2020/5/10,0,0,0,991,985,6
安徽,2020/5/11,0,0,0,991,985,6
安徽,2020/5/12,0,0,0,991,985,6
安徽,2020/5/13,0,0,0,991,985,6
安徽,2020/5/14,0,0,0,991,985,6
安徽,2020/5/15,0,0,0,991,985,6
安徽,2020/5/16,0,0,0,991,985,6
安徽,2020/5/17,0,0,0,991,985,6
安徽,2020/5/18,0,0,0,991,985,6
安徽,2020/5/19,0,0,0,991,985,6
安徽,2020/5/2,0,0,0,991,985,6
安徽,2020/5/20,0,0,0,991,985,6
安徽,2020/5/21,0,0,0,991,985,6
安徽,2020/5/22,0,0,0,991,985,6
安徽,2020/5/23,0,0,0,991,985,6
安徽,2020/5/24,0,0,0,991,985,6
安徽,2020/5/25,0,0,0,991,985,6
安徽,2020/5/26,0,0,0,991,985,6
安徽,2020/5/27,0,0,0,991,985,6
安徽,2020/5/28,0,0,0,991,985,6
安徽,2020/5/29,0,0,0,991,985,6
安徽,2020/5/3,0,0,0,991,985,6
安徽,2020/5/30,0,0,0,991,985,6
安徽,2020/5/31,0,0,0,991,985,6
安徽,2020/5/4,0,0,0,991,985,6
安徽,2020/5/5,0,0,0,991,985,6
安徽,2020/5/6,0,0,0,991,985,6
安徽,2020/5/7,0,0,0,991,985,6
安徽,2020/5/8,0,0,0,991,985,6
安徽,2020/5/9,0,0,0,991,985,6
安徽,2020/6/1,0,0,0,991,985,6
安徽,2020/6/10,0,0,0,991,985,6
安徽,2020/6/11,0,0,0,991,985,6
安徽,2020/6/12,0,0,0,991,985,6
安徽,2020/6/13,0,0,0,991,985,6
安徽,2020/6/14,0,0,0,991,985,6
安徽,2020/6/15,0,0,0,991,985,6
安徽,2020/6/16,0,0,0,991,985,6
安徽,2020/6/17,0,0,0,991,985,6
安徽,2020/6/18,0,0,0,991,985,6
安徽,2020/6/19,0,0,0,991,985,6
安徽,2020/6/2,0,0,0,991,985,6
安徽,2020/6/20,0,0,0,991,985,6
安徽,2020/6/21,0,0,0,991,985,6
安徽,2020/6/22,0,0,0,991,985,6
安徽,2020/6/23,0,0,0,991,985,6
安徽,2020/6/24,0,0,0,991,985,6
安徽,2020/6/25,0,0,0,991,985,6
安徽,2020/6/26,0,0,0,991,985,6
安徽,2020/6/27,0,0,0,991,985,6
安徽,2020/6/28,0,0,0,991,985,6
安徽,2020/6/29,0,0,0,991,985,6
安徽,2020/6/3,0,0,0,991,985,6
安徽,2020/6/30,0,0,0,991,985,6
安徽,2020/6/4,0,0,0,991,985,6
安徽,2020/6/5,0,0,0,991,985,6
安徽,2020/6/6,0,0,0,991,985,6
安徽,2020/6/7,0,0,0,991,985,6
安徽,2020/6/8,0,0,0,991,985,6
安徽,2020/6/9,0,0,0,991,985,6
山东,2020/1/21,2,0,0,2,0,0
山东,2020/1/22,4,0,0,6,0,0
山东,2020/1/23,3,0,0,9,0,0
山东,2020/1/24,12,0,0,21,0,0
山东,2020/1/25,18,0,0,39,0,0
山东,2020/1/26,24,0,0,63,0,0
山东,2020/1/27,24,0,0,87,0,0
山东,2020/1/28,34,0,0,121,0,0
山东,2020/1/29,24,1,0,145,1,0
山东,2020/1/30,33,1,0,178,2,0
山东,2020/1/31,24,0,0,202,2,0
山东,2020/2/1,23,3,0,225,5,0
山东,2020/2/10,27,8,0,486,71,1
山东,2020/2/11,11,9,0,497,80,1
山东,2020/2/12,9,18,1,506,98,2
山东,2020/2/13,13,13,0,519,111,2
山东,2020/2/14,11,28,0,530,139,2
山东,2020/2/15,7,25,0,537,164,2
山东,2020/2/16,4,11,0,541,175,2
山东,2020/2/17,32,18,0,573,193,2
山东,2020/2/18,21,22,1,594,215,3
山东,2020/2/19,17,23,1,611,238,4
山东,2020/2/2,21,1,0,246,6,0
山东,2020/2/20,2,32,0,613,270,4
山东,2020/2/21,2,23,0,615,293,4
山东,2020/2/22,4,18,0,619,311,4
山东,2020/2/23,1,14,0,620,325,4
山东,2020/2/24,10,18,2,630,343,6
山东,2020/2/25,1,14,0,631,357,6
山东,2020/2/26,20,24,0,651,381,6
山东,2020/2/27,0,9,0,651,390,6
山东,2020/2/28,35,21,0,686,411,6
山东,2020/2/29,43,20,0,729,431,6
山东,2020/2/3,24,1,0,270,7,0
山东,2020/2/4,28,6,0,298,13,0
山东,2020/2/5,45,5,0,343,18,0
山东,2020/2/6,36,13,0,379,31,0
山东,2020/2/7,28,7,0,407,38,0
山东,2020/2/8,28,12,0,435,50,0
山东,2020/2/9,24,13,1,459,63,1
山东,2020/3/1,2,24,0,731,455,6
山东,2020/3/10,1,18,0,759,721,6
山东,2020/3/11,1,12,0,760,733,6
山东,2020/3/12,0,6,1,760,739,7
山东,2020/3/13,0,1,0,760,740,7
山东,2020/3/14,0,1,0,760,741,7
山东,2020/3/15,0,2,0,760,743,7
山东,2020/3/16,1,3,0,761,746,7
山东,2020/3/17,0,0,0,761,746,7
山东,2020/3/18,0,1,0,761,747,7
山东,2020/3/19,1,1,0,762,748,7
山东,2020/3/2,23,42,0,754,497,6
山东,2020/3/20,2,1,0,764,749,7
山东,2020/3/21,1,1,0,765,750,7
山东,2020/3/22,2,1,0,767,751,7
山东,2020/3/23,1,1,0,768,752,7
山东,2020/3/24,1,0,0,769,752,7
山东,2020/3/25,0,0,0,769,752,7
山东,2020/3/26,2,0,0,771,752,7
山东,2020/3/27,1,0,0,772,752,7
山东,2020/3/28,0,0,0,772,752,7
山东,2020/3/29,1,1,0,773,753,7
山东,2020/3/3,4,14,0,758,511,6
山东,2020/3/30,1,0,0,774,753,7
山东,2020/3/31,0,0,0,774,753,7
山东,2020/3/4,0,65,0,758,576,6
山东,2020/3/5,0,26,0,758,602,6
山东,2020/3/6,0,23,0,758,625,6
山东,2020/3/7,0,12,0,758,637,6
山东,2020/3/8,0,10,0,758,647,6
山东,2020/3/9,0,56,0,758,703,6
山东,2020/4/1,1,0,0,775,753,7
山东,2020/4/10,1,1,0,784,757,7
山东,2020/4/11,0,0,0,784,757,7
山东,2020/4/12,0,1,0,784,758,7
山东,2020/4/13,0,1,0,784,759,7
山东,2020/4/14,0,2,0,784,761,7
山东,2020/4/15,0,0,0,784,761,7
山东,2020/4/16,3,0,0,787,761,7
山东,2020/4/17,0,4,0,787,765,7
山东,2020/4/18,0,0,0,787,765,7
山东,2020/4/19,0,0,0,787,765,7
山东,2020/4/2,3,1,0,778,754,7
山东,2020/4/20,0,0,0,787,765,7
山东,2020/4/21,0,1,0,787,766,7
山东,2020/4/22,0,0,0,787,766,7
山东,2020/4/23,0,0,0,787,766,7
山东,2020/4/24,0,1,0,787,767,7
山东,2020/4/25,0,0,0,787,767,7
山东,2020/4/26,0,1,0,787,768,7
山东,2020/4/27,0,0,0,787,768,7
山东,2020/4/28,0,3,0,787,771,7
山东,2020/4/29,0,1,0,787,772,7
山东,2020/4/3,0,1,0,778,755,7
山东,2020/4/30,0,0,0,787,772,7
山东,2020/4/4,1,0,0,779,755,7
山东,2020/4/5,1,0,0,780,755,7
山东,2020/4/6,1,0,0,781,755,7
山东,2020/4/7,2,0,0,783,755,7
山东,2020/4/8,0,1,0,783,756,7
山东,2020/4/9,0,0,0,783,756,7
山东,2020/5/1,0,0,0,787,772,7
山东,2020/5/10,0,1,0,788,777,7
山东,2020/5/11,0,0,0,788,777,7
山东,2020/5/12,0,0,0,788,777,7
山东,2020/5/13,0,0,0,788,777,7
山东,2020/5/14,0,1,0,788,778,7
山东,2020/5/15,0,2,0,788,780,7
山东,2020/5/16,0,0,0,788,780,7
山东,2020/5/17,0,0,0,788,780,7
山东,2020/5/18,0,0,0,788,780,7
山东,2020/5/19,0,0,0,788,780,7
山东,2020/5/2,0,0,0,787,772,7
山东,2020/5/20,0,0,0,788,780,7
山东,2020/5/21,0,0,0,788,780,7
山东,2020/5/22,0,0,0,788,780,7
山东,2020/5/23,0,0,0,788,780,7
山东,2020/5/24,0,0,0,788,780,7
山东,2020/5/25,0,0,0,788,780,7
山东,2020/5/26,0,0,0,788,780,7
山东,2020/5/27,0,0,0,788,780,7
山东,2020/5/28,0,0,0,788,780,7
山东,2020/5/29,2,0,0,790,780,7
山东,2020/5/3,1,1,0,788,773,7
山东,2020/5/30,2,0,0,792,780,7
山东,2020/5/31,0,0,0,792,780,7
山东,2020/5/4,0,0,0,788,773,7
山东,2020/5/5,0,2,0,788,775,7
山东,2020/5/6,0,0,0,788,775,7
山东,2020/5/7,0,1,0,788,776,7
山东,2020/5/8,0,0,0,788,776,7
山东,2020/5/9,0,0,0,788,776,7
山东,2020/6/1,0,0,0,792,780,7
山东,2020/6/10,0,0,0,792,781,7
山东,2020/6/11,0,0,0,792,781,7
山东,2020/6/12,0,0,0,792,781,7
山东,2020/6/13,0,1,0,792,782,7
山东,2020/6/14,0,0,0,792,782,7
山东,2020/6/15,0,1,0,792,783,7
山东,2020/6/16,0,0,0,792,783,7
山东,2020/6/17,0,0,0,792,783,7
山东,2020/6/18,0,0,0,792,783,7
山东,2020/6/19,0,2,0,792,785,7
山东,2020/6/2,0,0,0,792,780,7
山东,2020/6/20,0,0,0,792,785,7
山东,2020/6/21,0,0,0,792,785,7
山东,2020/6/22,0,0,0,792,785,7
山东,2020/6/23,0,0,0,792,785,7
山东,2020/6/24,0,0,0,792,785,7
山东,2020/6/25,0,0,0,792,785,7
山东,2020/6/26,0,0,0,792,785,7
山东,2020/6/27,0,0,0,792,785,7
山东,2020/6/28,0,0,0,792,785,7
山东,2020/6/29,0,0,0,792,785,7
山东,2020/6/3,0,0,0,792,780,7
山东,2020/6/30,0,0,0,792,785,7
山东,2020/6/4,0,0,0,792,780,7
山东,2020/6/5,0,0,0,792,780,7
山东,2020/6/6,0,0,0,792,780,7
山东,2020/6/7,0,1,0,792,781,7
山东,2020/6/8,0,0,0,792,781,7
山东,2020/6/9,0,0,0,792,781,7
山西,2020/1/22,1,0,0,1,0,0
山西,2020/1/23,0,0,0,1,0,0
山西,2020/1/24,5,0,0,6,0,0
山西,2020/1/25,2,0,0,8,0,0
山西,2020/1/26,4,0,0,12,0,0
山西,2020/1/27,7,0,0,19,0,0
山西,2020/1/28,7,0,0,26,0,0
山西,2020/1/29,8,1,0,34,1,0
山西,2020/1/30,4,0,0,38,1,0
山西,2020/1/31,8,0,0,46,1,0
山西,2020/2/1,9,0,0,55,1,0
山西,2020/2/10,3,1,0,121,26,0
山西,2020/2/11,2,4,0,123,30,0
山西,2020/2/12,2,3,0,125,33,0
山西,2020/2/13,0,3,0,125,36,0
山西,2020/2/14,1,2,0,126,38,0
山西,2020/2/15,2,8,0,128,46,0
山西,2020/2/16,1,4,0,129,50,0
山西,2020/2/17,1,3,0,130,53,0
山西,2020/2/18,1,8,0,131,61,0
山西,2020/2/19,0,7,0,131,68,0
山西,2020/2/2,10,1,0,65,2,0
山西,2020/2/20,1,8,0,132,76,0
山西,2020/2/21,0,2,0,132,78,0
山西,2020/2/22,0,3,0,132,81,0
山西,2020/2/23,0,7,0,132,88,0
山西,2020/2/24,1,6,0,133,94,0
山西,2020/2/25,0,4,0,133,98,0
山西,2020/2/26,0,6,0,133,104,0
山西,2020/2/27,0,3,0,133,107,0
山西,2020/2/28,0,5,0,133,112,0
山西,2020/2/29,0,2,0,133,114,0
山西,2020/2/3,8,0,0,73,2,0
山西,2020/2/4,7,2,0,80,4,0
山西,2020/2/5,9,2,0,89,6,0
山西,2020/2/6,6,6,0,95,12,0
山西,2020/2/7,8,3,0,103,15,0
山西,2020/2/8,11,6,0,114,21,0
山西,2020/2/9,4,4,0,118,25,0
山西,2020/3/1,0,2,0,133,116,0
山西,2020/3/10,0,4,0,133,131,0
山西,2020/3/11,0,0,0,133,131,0
山西,2020/3/12,0,1,0,133,132,0
山西,2020/3/13,0,1,0,133,133,0
山西,2020/3/14,0,0,0,133,133,0
山西,2020/3/15,0,0,0,133,133,0
山西,2020/3/16,0,0,0,133,133,0
山西,2020/3/17,0,0,0,133,133,0
山西,2020/3/18,0,0,0,133,133,0
山西,2020/3/19,0,0,0,133,133,0
山西,2020/3/2,0,3,0,133,119,0
山西,2020/3/20,0,0,0,133,133,0
山西,2020/3/21,0,0,0,133,133,0
山西,2020/3/22,0,0,0,133,133,0
山西,2020/3/23,1,0,0,134,133,0
山西,2020/3/24,0,0,0,134,133,0
山西,2020/3/25,1,0,0,135,133,0
山西,2020/3/26,0,0,0,135,133,0
山西,2020/3/27,0,0,0,135,133,0
山西,2020/3/28,1,0,0,136,133,0
山西,2020/3/29,0,0,0,136,133,0
山西,2020/3/3,0,5,0,133,124,0
山西,2020/3/30,0,0,0,136,133,0
山西,2020/3/31,1,0,0,137,133,0
山西,2020/3/4,0,0,0,133,124,0
山西,2020/3/5,0,2,0,133,126,0
山西,2020/3/6,0,0,0,133,126,0
山西,2020/3/7,0,0,0,133,126,0
山西,2020/3/8,0,0,0,133,126,0
山西,2020/3/9,0,1,0,133,127,0
山西,2020/4/1,0,0,0,137,133,0
山西,2020/4/10,4,1,0,172,135,0
山西,2020/4/11,0,0,0,172,135,0
山西,2020/4/12,1,0,0,173,135,0
山西,2020/4/13,0,0,0,173,135,0
山西,2020/4/14,13,0,0,186,135,0
山西,2020/4/15,8,0,0,194,135,0
山西,2020/4/16,3,0,0,197,135,0
山西,2020/4/17,0,0,0,197,135,0
山西,2020/4/18,0,0,0,197,135,0
山西,2020/4/19,0,0,0,197,135,0
山西,2020/4/2,0,0,0,137,133,0
山西,2020/4/20,0,5,0,197,140,0
山西,2020/4/21,0,0,0,197,140,0
山西,2020/4/22,0,2,0,197,142,0
山西,2020/4/23,0,0,0,197,142,0
山西,2020/4/24,0,7,0,197,149,0
山西,2020/4/25,0,5,0,197,154,0
山西,2020/4/26,0,3,0,197,157,0
山西,2020/4/27,0,3,0,197,160,0
山西,2020/4/28,0,0,0,197,160,0
山西,2020/4/29,0,4,0,197,164,0
山西,2020/4/3,0,0,0,137,133,0
山西,2020/4/30,0,8,0,197,172,0
山西,2020/4/4,1,0,0,138,133,0
山西,2020/4/5,0,0,0,138,133,0
山西,2020/4/6,0,0,0,138,133,0
山西,2020/4/7,25,1,0,163,134,0
山西,2020/4/8,3,0,0,166,134,0
山西,2020/4/9,2,0,0,168,134,0
山西,2020/5/1,0,4,0,197,176,0
山西,2020/5/10,0,0,0,198,197,0
山西,2020/5/11,0,0,0,198,197,0
山西,2020/5/12,0,1,0,198,198,0
山西,2020/5/13,0,0,0,198,198,0
山西,2020/5/14,0,0,0,198,198,0
山西,2020/5/15,0,0,0,198,198,0
山西,2020/5/16,0,0,0,198,198,0
山西,2020/5/17,0,0,0,198,198,0
山西,2020/5/18,0,0,0,198,198,0
山西,2020/5/19,0,0,0,198,198,0
山西,2020/5/2,1,0,0,198,176,0
山西,2020/5/20,0,0,0,198,198,0
山西,2020/5/21,0,0,0,198,198,0
山西,2020/5/22,0,0,0,198,198,0
山西,2020/5/23,0,0,0,198,198,0
山西,2020/5/24,0,0,0,198,198,0
山西,2020/5/25,0,0,0,198,198,0
山西,2020/5/26,0,0,0,198,198,0
山西,2020/5/27,0,0,0,198,198,0
山西,2020/5/28,0,0,0,198,198,0
山西,2020/5/29,0,0,0,198,198,0
山西,2020/5/3,0,4,0,198,180,0
山西,2020/5/30,0,0,0,198,198,0
山西,2020/5/31,0,0,0,198,198,0
山西,2020/5/4,0,10,0,198,190,0
山西,2020/5/5,0,3,0,198,193,0
山西,2020/5/6,0,1,0,198,194,0
山西,2020/5/7,0,1,0,198,195,0
山西,2020/5/8,0,1,0,198,196,0
山西,2020/5/9,0,1,0,198,197,0
山西,2020/6/1,0,0,0,198,198,0
山西,2020/6/10,0,0,0,198,198,0
山西,2020/6/11,0,0,0,198,198,0
山西,2020/6/12,0,0,0,198,198,0
山西,2020/6/13,0,0,0,198,198,0
山西,2020/6/14,0,0,0,198,198,0
山西,2020/6/15,0,0,0,198,198,0
山西,2020/6/16,0,0,0,198,198,0
山西,2020/6/17,0,0,0,198,198,0
山西,2020/6/18,0,0,0,198,198,0
山西,2020/6/19,0,0,0,198,198,0
山西,2020/6/2,0,0,0,198,198,0
山西,2020/6/20,0,0,0,198,198,0
山西,2020/6/21,0,0,0,198,198,0
山西,2020/6/22,0,0,0,198,198,0
山西,2020/6/23,0,0,0,198,198,0
山西,2020/6/24,0,0,0,198,198,0
山西,2020/6/25,0,0,0,198,198,0
山西,2020/6/26,0,0,0,198,198,0
山西,2020/6/27,0,0,0,198,198,0
山西,2020/6/28,0,0,0,198,198,0
山西,2020/6/29,0,0,0,198,198,0
山西,2020/6/3,0,0,0,198,198,0
山西,2020/6/30,0,0,0,198,198,0
山西,2020/6/4,0,0,0,198,198,0
山西,2020/6/5,0,0,0,198,198,0
山西,2020/6/6,0,0,0,198,198,0
山西,2020/6/7,0,0,0,198,198,0
山西,2020/6/8,0,0,0,198,198,0
山西,2020/6/9,0,0,0,198,198,0
广东,2020/1/19,1,0,0,1,0,0
广东,2020/1/20,13,0,0,14,0,0
广东,2020/1/21,12,0,0,26,0,0
广东,2020/1/22,6,0,0,32,0,0
广东,2020/1/23,21,2,0,53,2,0
广东,2020/1/24,25,0,0,78,2,0
广东,2020/1/25,20,0,0,98,2,0
广东,2020/1/26,48,0,0,146,2,0
广东,2020/1/27,42,2,0,188,4,0
广东,2020/1/28,53,1,0,241,5,0
广东,2020/1/29,70,1,0,311,6,0
广东,2020/1/30,82,3,0,393,9,0
广东,2020/1/31,127,4,0,520,13,0
广东,2020/2/1,84,1,0,604,14,0
广东,2020/2/10,26,34,0,1177,180,1
广东,2020/2/11,42,60,0,1219,240,1
广东,2020/2/12,22,41,1,1241,281,2
广东,2020/2/13,20,49,0,1261,330,2
广东,2020/2/14,33,54,0,1294,384,2
广东,2020/2/15,22,50,0,1316,434,2
广东,2020/2/16,6,36,2,1322,470,4
广东,2020/2/17,6,62,0,1328,532,4
广东,2020/2/18,3,40,1,1331,572,5
广东,2020/2/19,1,46,0,1332,618,5
广东,2020/2/2,79,1,0,683,15,0
广东,2020/2/20,1,45,0,1333,663,5
广东,2020/2/21,6,51,0,1339,714,5
广东,2020/2/22,3,18,1,1342,732,6
广东,2020/2/23,3,33,0,1345,765,6
广东,2020/2/24,2,28,1,1347,793,7
广东,2020/2/25,0,39,0,1347,832,7
广东,2020/2/26,0,31,0,1347,863,7
广东,2020/2/27,1,32,0,1348,895,7
广东,2020/2/28,1,27,0,1349,922,7
广东,2020/2/29,0,26,0,1349,948,7
广东,2020/2/3,114,5,0,797,20,0
广东,2020/2/4,73,13,0,870,33,0
